Date|Active Users|Favorites|Total Visits|Voice Chat|Camera|Date Created|Last Updated|Server Size|Genre|Title|Creator|Age Recommendation|gameID|Category|URL
2024-11-02 23:35:52|6012|190870|3.6M+|Not Supported|Not Supported|9/29/2024|11/2/2024|12|N/A|[🌎NEW] Find Floppas!😺|Find Floppas|All Ages|83520785825869|Trending in RPG|https://www.roblox.com/games/83520785825869/NEW-Find-Floppas?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=83520785825869&playContext=gamesPage&position=2&sortPos=2&universeId=6612449238
2024-11-02 23:35:56|20550|1644062|47.4M+|Not Supported|Not Supported|8/4/2024|11/2/2024|16|Party & Casual|🎃 Hide or Die!|0 CCU Games|All Ages|18799085098|Trending in RPG|https://www.roblox.com/games/18799085098/Hide-or-Die?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=18799085098&playContext=gamesPage&position=5&sortPos=2&universeId=6369934270
2024-11-02 23:36:00|3174|1671541|8.4M+|Not Supported|Not Supported|9/22/2024|10/23/2024|50|N/A|Detention Line 😡|Classroom Experience|All Ages|125633329026080|Trending in RPG|https://www.roblox.com/games/125633329026080/Detention-Line?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=125633329026080&playContext=gamesPage&position=10&sortPos=2&universeId=6584692787
2024-11-02 23:36:04|2313|321744|4.8M+|Not Supported|Not Supported|10/1/2024|10/30/2024|8|N/A|Just Build!|Awesome Fun Games|All Ages|103684196891735|Trending in RPG|https://www.roblox.com/games/103684196891735/Just-Build?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=103684196891735&playContext=gamesPage&position=6&sortPos=2&universeId=6621384161
2024-11-02 23:36:08|4240|2291|2.0M+|Not Supported|Not Supported|9/1/2024|11/2/2024|10|N/A|🚪Survive TROLL FACE In Area 51 🔦|Gaeming Studios|All Ages|111983470297623|Trending in RPG|https://www.roblox.com/games/111983470297623/Survive-TROLL-FACE-In-Area-51?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=111983470297623&playContext=gamesPage&position=1&sortPos=2&universeId=6498846365
2024-11-02 23:36:12|5543|26609|20.2M+|Not Supported|Not Supported|8/5/2024|11/2/2024|5|Obby & Platformer|[STAGE THREE!] 💪 Ninja Challenge [Beta]|Ninja Challenge|All Ages|18803315158|Trending in RPG|https://www.roblox.com/games/18803315158/STAGE-THREE-Ninja-Challenge-Beta?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=18803315158&playContext=gamesPage&position=3&sortPos=2&universeId=6371309794
2024-11-02 23:36:16|9918|356489|17.9M+|Not Supported|Not Supported|9/4/2024|10/30/2024|22|N/A|Garden Defense!🧟‍♂️|TD Creation|All Ages|124700121029896|Trending in RPG|https://www.roblox.com/games/124700121029896/Garden-Defense?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=124700121029896&playContext=gamesPage&position=4&sortPos=2&universeId=6510655662
2024-11-02 23:36:20|1913|13772|1.5M+|Not Supported|Not Supported|1/23/2024|11/2/2024|6|N/A|[🌑 UPD 4] Souls Tycoon|@Luffy_OUII|All Ages|16080296014|Trending in RPG|https://www.roblox.com/games/16080296014/UPD-4-Souls-Tycoon?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=16080296014&playContext=gamesPage&position=7&sortPos=2&universeId=5557896274
2024-11-02 23:36:24|12067|377679|5.1M+|Not Supported|Not Supported|6/29/2024|11/2/2024|6|N/A|My Toilet|A Lot of Effort Studios.|All Ages|18256976639|Trending in RPG|https://www.roblox.com/games/18256976639/My-Toilet?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=18256976639&playContext=gamesPage&position=0&sortPos=2&universeId=6188934843
2024-11-02 23:36:28|6632|10890|3.2M+|Not Supported|Not Supported|9/26/2024|11/2/2024|30|N/A|Isles of Ravos 🐲 RP|Isles of Ravos|All Ages|108439047160668|Trending in RPG|https://www.roblox.com/games/108439047160668/Isles-of-Ravos-RP?appliedFilters=device%253Dall%252Cage%253Dall%252Ccountry%253Dall&discoverPageSessionInfo=aa960f99-859e-4d0c-9eb0-89c3ae272594&gameSetTargetId=201&gameSetTypeId=23&isAd=false&nativeAdData=&numberOfLoadedTiles=11&page=gamesPage&placeId=108439047160668&playContext=gamesPage&position=8&sortPos=2&universeId=6599600818
